signal_date,signal_year,entry_date,entry_price,tx_ret,z2_ret,mdd,profit_twd,signal,hold
2013-02-21,2013,2013-02-22,7951.0,-0.02226135077348761,-0.04433507719028862,-0.06591079443534142,-44335.07719028862,MA5 週線,1M
2013-03-04,2013,2013-03-05,7911.0,0.003160156743774491,0.022757580341162598,-0.06591079443534155,22757.580341162597,MA5 週線,1M
2013-03-13,2013,2013-03-14,7950.0,-0.02088050314465409,-0.05202345273133446,-0.0703004189054578,-52023.452731334466,MA5 週線,1M
2013-04-08,2013,2013-04-09,7708.0,0.07848988064348729,0.1531154553502896,-0.016852515990650758,153115.4553502896,MA5 週線,1M
2013-04-17,2013,2013-04-18,7750.0,0.084,0.1721250296112129,-0.012745437536502318,172125.0296112129,MA5 週線,1M
2013-05-13,2013,2013-05-14,8272.0,-0.04110251450676983,-0.07935353877385165,-0.11445749227845563,-79353.53877385164,MA5 週線,1M
2013-05-22,2013,2013-05-23,8213.0,-0.06757579447217825,-0.16983305168704388,-0.16983305168704388,-169833.0516870439,MA5 週線,1M
2013-05-30,2013,2013-05-31,8242.0,-0.050230526571220575,-0.09693219943774622,-0.15007483787766648,-96932.19943774623,MA5 週線,1M
2013-06-13,2013,2013-06-14,7921.0,0.033076631738416865,0.06150013339228244,-0.0962517212902292,61500.13339228244,MA5 週線,1M
2013-06-19,2013,2013-06-20,7750.0,0.02670967741935484,0.015699080958426093,-0.0702044214406422,15699.080958426093,MA5 週線,1M
2013-07-03,2013,2013-07-04,7842.0,0.0279265493496557,0.06249084120594306,-0.0656784991118504,62490.84120594306,MA5 週線,1M
2013-07-08,2013,2013-07-09,7922.0,-0.009719767735420349,0.001437215747475129,-0.09280621491941418,1437.215747475129,MA5 週線,1M
2013-07-17,2013,2013-07-18,8100.0,-0.022962962962962963,-0.056881377854380966,-0.07794477059933469,-56881.37785438097,MA5 週線,1M
2013-07-29,2013,2013-07-30,8128.0,-0.02878937007874016,-0.03604996362916146,-0.10295058863379715,-36049.963629161466,MA5 週線,1M
2013-07-31,2013,2013-08-01,8044.0,-0.008950770760815515,-0.020676597900943783,-0.09640367471791096,-20676.597900943783,MA5 週線,1M
2013-08-06,2013,2013-08-07,7847.0,0.037339110488084616,0.03601395228342219,-0.07164447057470014,36013.95228342219,MA5 週線,1M
2013-08-15,2013,2013-08-16,7914.0,0.02944149608289108,0.07353027861470007,-0.05289319956494644,73530.27861470007,MA5 週線,1M
2013-08-19,2013,2013-08-20,7806.0,0.04778375608506277,0.07443076375459912,-0.04614364741117161,74430.76375459912,MA5 週線,1M
2013-08-27,2013,2013-08-28,7777.0,0.05207663623505208,0.1119469513197957,-0.02075366020654241,111946.95131979571,MA5 週線,1M
2013-09-13,2013,2013-09-16,8247.0,0.010306778222383897,0.044562929974359955,-0.03511916101349975,44562.929974359955,MA5 週線,1M
2013-09-18,2013,2013-09-23,8257.0,0.012353154898873684,0.043232153041955934,-0.03511916101349975,43232.153041955935,MA5 週線,1M
2013-09-25,2013,2013-09-26,8181.0,0.01699058794768366,0.02002164721273858,-0.027116734247908614,20021.64721273858,MA5 週線,1M
2013-10-09,2013,2013-10-11,8361.0,-0.01638559980863533,-0.027719979751367196,-0.05067730818042242,-27719.979751367195,MA5 週線,1M
2013-10-14,2013,2013-10-15,8355.0,-0.027648114901256734,-0.041250083978174645,-0.07767727231540208,-41250.08397817465,MA5 週線,1M
2013-10-16,2013,2013-10-17,8364.0,-0.02427068388330942,-0.041263332317363566,-0.07767727231540207,-41263.332317363565,MA5 週線,1M
2013-10-23,2013,2013-10-24,8393.0,-0.03645895389014655,-0.06485809543836507,-0.084595528221049,-64858.09543836507,MA5 週線,1M
2013-11-01,2013,2013-11-04,8338.0,0.011513552410650036,0.009191613413167543,-0.07385256710409882,9191.613413167543,MA5 週線,1M
2013-11-21,2013,2013-11-22,8087.0,0.04043526647706195,0.08419717456357789,-0.029217807986598236,84197.1745635779,MA5 週線,1M
2013-12-05,2013,2013-12-06,8384.0,0.018845419847328244,0.03902574467847009,-0.0292178079865981,39025.74467847009,MA5 週線,1M
2013-12-12,2013,2013-12-13,8396.0,0.01727012863268223,0.035350598183223614,-0.024715414724775127,35350.598183223614,MA5 週線,1M
2014-01-03,2014,2014-01-06,8526.0,-0.03330987567440769,-0.07013094756304039,-0.08969909205740445,-70130.94756304039,MA5 週線,1M
2014-01-09,2014,2014-01-10,8541.0,-0.023650626390352418,-0.04499060130050847,-0.08969909205740453,-44990.60130050847,MA5 週線,1M
2014-01-14,2014,2014-01-15,8610.0,-0.01207897793263647,-0.010937538702446292,-0.08969909205740474,-10937.538702446293,MA5 週線,1M
2014-01-23,2014,2014-01-24,8617.0,-0.003365440408494836,-0.003608499397003917,-0.08608193337402917,-3608.499397003917,MA5 週線,1M
2014-02-20,2014,2014-02-21,8588.0,-0.0017466231951560316,0.02006387973668522,-0.03963624270287202,20063.87973668522,MA5 週線,1M
2014-03-03,2014,2014-03-04,8552.0,0.036833489242282504,0.07074401925055529,-0.03963624270287181,70744.01925055528,MA5 週線,1M
2014-03-12,2014,2014-03-13,8742.0,0.014527568062228323,0.04852479479063976,-0.039636242702872033,48524.79479063976,MA5 週線,1M
2014-03-14,2014,2014-03-17,8699.0,0.020002299114840787,0.04161515343847655,-0.03650971890103868,41615.15343847655,MA5 週線,1M
2014-03-19,2014,2014-03-20,8568.0,0.04073295985060691,0.05687260950067863,-0.023985239852398532,56872.60950067863,MA5 週線,1M
2014-04-11,2014,2014-04-14,8856.0,0.003048780487804878,0.0022564291072473264,-0.04463207423206703,2256.4291072473266,MA5 週線,1M
2014-04-16,2014,2014-04-17,8895.0,-0.0021360314783586284,-0.0001959516501065517,-0.04463207423206693,-195.95165010655168,MA5 週線,1M
2014-04-25,2014,2014-04-28,8818.0,0.03594919482875936,0.08915668070336302,-0.01878252998415931,89156.68070336302,MA5 週線,1M
2014-05-09,2014,2014-05-12,8821.0,0.04409930846842761,0.08451567378574087,-0.011915467625899163,84515.67378574087,MA5 週線,1M
2014-05-21,2014,2014-05-22,8957.0,0.024785084291615495,0.07693567195778095,-0.014066219433023148,76935.67195778094,MA5 週線,1M
2014-06-04,2014,2014-06-05,9116.0,0.03696796840719614,0.0781269610648394,-0.018632238341670812,78126.9610648394,MA5 週線,1M
2014-06-18,2014,2014-06-19,9226.0,0.012247994797311944,0.03478581442025752,-0.045968386772328486,34785.81442025752,MA5 週線,1M
2014-06-20,2014,2014-06-23,9167.0,0.028798952765353988,0.05481172531348255,-0.045968386772328715,54811.72531348255,MA5 週線,1M
2014-07-16,2014,2014-07-17,9357.0,-0.01656513839905953,-0.04545836505124956,-0.07894194890099558,-45458.36505124956,MA5 週線,1M
